indicator_code,attribute,attribute_complexity,attribute_dimension,indicator_attribute_score,assessment_c,assessment_principle,assessment,principle,indicator
SRA 3.2.4,Population abundance,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Economic flexibility and autonomy
SRA 3.2.4,Resilience mindset,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Economic flexibility and autonomy
SRA 3.2.4,Responsive,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Economic flexibility and autonomy
SRA 3.2.4,Species diversity,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Economic flexibility and autonomy
SRA 3.2.4,Wealth and reserves,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Economic flexibility and autonomy
SRA 3.2.5,Knowledge diversity,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Adaptive,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Age structure,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Agency,single-c,Socio-economic,1,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Cross-scale integration,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Ecosystem connectivity,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Habitat diversity,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Participatory,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Polycentric,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Population abundance,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Resilience mindset,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Responsive,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Species diversity,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.5,Wealth and reserves,single-c,Socio-economic,1,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Livelihood security
SRA 3.2.6,Knowledge diversity,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Adaptive,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Age structure,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Agency,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Cross-scale integration,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Ecosystem connectivity,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Habitat diversity,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Participatory,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Polycentric,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Population abundance,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Resilience mindset,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Responsive,single-c,Governance,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Species diversity,single-c,Ecological,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 3.2.6,Wealth and reserves,single-c,Socio-economic,0,Livelihood security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Fuel resource efficiency
SRA 1.1.4,Knowledge diversity,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Adaptive,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Age structure,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Agency,single-c,Socio-economic,2,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Cross-scale integration,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Ecosystem connectivity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Habitat diversity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Participatory,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Polycentric,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Population abundance,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Resilience mindset,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Responsive,single-c,Governance,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Species diversity,single-c,Ecological,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Wealth and reserves,single-c,Socio-economic,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
ERA 1.1.1,Access to economic opportunity,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Access to knowledge,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Accountable,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Economic diversity,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Efficient and effective,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Equitable and inclusive,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Flexible and agile infrastructure,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Leadership and initiative,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Learning capacity,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Mobility,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Social capital,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Technology transfer,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.1,Transparent,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock status outcome
ERA 1.1.2,Access to economic opportunity,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Access to knowledge,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Accountable,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Economic diversity,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Efficient and effective,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Equitable and inclusive,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Flexible and agile infrastructure,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Leadership and initiative,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Learning capacity,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Mobility,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Social capital,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Technology transfer,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.1.2,Transparent,NA,NA,0,Outcome,ERA_P1,ERA,Sustainable fish stocks,Stock rebuilding outcome
ERA 1.2.1,Access to economic opportunity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Access to knowledge,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Accountable,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Economic diversity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Efficient and effective,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Equitable and inclusive,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Flexible and agile infrastructure,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Leadership and initiative,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Learning capacity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Mobility,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Social capital,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Technology transfer,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.1,Transparent,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest strategy
ERA 1.2.2,Access to economic opportunity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Access to knowledge,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Accountable,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Economic diversity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Efficient and effective,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Equitable and inclusive,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Flexible and agile infrastructure,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Leadership and initiative,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Learning capacity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Mobility,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Social capital,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Technology transfer,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.2,Transparent,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Harvest control rules
ERA 1.2.3,Access to economic opportunity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Access to knowledge,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Accountable,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Economic diversity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Efficient and effective,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Equitable and inclusive,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Flexible and agile infrastructure,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Leadership and initiative,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Learning capacity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Mobility,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Social capital,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Technology transfer,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.3,Transparent,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Information and monitoring
ERA 1.2.4,Access to economic opportunity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Access to knowledge,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Accountable,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Economic diversity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Efficient and effective,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Equitable and inclusive,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Flexible and agile infrastructure,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Leadership and initiative,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Learning capacity,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Mobility,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Social capital,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Technology transfer,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 1.2.4,Transparent,NA,NA,0,Management,ERA_P1,ERA,Sustainable fish stocks,Assessment of stock status
ERA 2.2.1,Access to economic opportunity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Access to knowledge,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Accountable,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Economic diversity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Efficient and effective,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Equitable and inclusive,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Flexible and agile infrastructure,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Leadership and initiative,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Learning capacity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Mobility,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Social capital,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Technology transfer,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.1,Transparent,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species outcome
ERA 2.2.2,Access to economic opportunity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Access to knowledge,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Accountable,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Economic diversity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Efficient and effective,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Equitable and inclusive,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Flexible and agile infrastructure,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Leadership and initiative,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Learning capacity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Mobility,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Social capital,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Technology transfer,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.2,Transparent,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species management
ERA 2.2.3,Access to economic opportunity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Access to knowledge,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Accountable,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Economic diversity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Efficient and effective,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Equitable and inclusive,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Flexible and agile infrastructure,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Leadership and initiative,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Learning capacity,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Mobility,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Social capital,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Technology transfer,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.2.3,Transparent,NA,NA,0,Other species,ERA_P2,ERA,Minimising impacts,Other species information
ERA 2.3.1,Access to economic opportunity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Access to knowledge,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Accountable,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Economic diversity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Efficient and effective,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Equitable and inclusive,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Flexible and agile infrastructure,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Leadership and initiative,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Learning capacity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Mobility,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Social capital,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Technology transfer,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.1,Transparent,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species outcome
ERA 2.3.2,Access to economic opportunity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Access to knowledge,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Accountable,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Economic diversity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Efficient and effective,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Equitable and inclusive,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Flexible and agile infrastructure,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Leadership and initiative,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Learning capacity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Mobility,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Social capital,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Technology transfer,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.2,Transparent,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species management
ERA 2.3.3,Access to economic opportunity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Access to knowledge,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Accountable,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Economic diversity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Efficient and effective,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Equitable and inclusive,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Flexible and agile infrastructure,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Leadership and initiative,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Learning capacity,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Mobility,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Social capital,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Technology transfer,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.3.3,Transparent,NA,NA,0,ETP species,ERA_P2,ERA,Minimising impacts,ETP species information
ERA 2.4.1,Access to economic opportunity,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Access to knowledge,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Accountable,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Economic diversity,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Efficient and effective,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Equitable and inclusive,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Flexible and agile infrastructure,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Leadership and initiative,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Learning capacity,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Mobility,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Social capital,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Technology transfer,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.1,Transparent,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats outcome
ERA 2.4.2,Access to economic opportunity,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Access to knowledge,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Accountable,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Economic diversity,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Efficient and effective,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Equitable and inclusive,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Flexible and agile infrastructure,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Leadership and initiative,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Learning capacity,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Mobility,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
ERA 2.4.2,Social capital,NA,NA,0,Habitats,ERA_P2,ERA,Minimising impacts,Habitats management
